"Date","Price","Open","High","Low","Vol.","Change %"
"11/19/2018","797.40","804.75","810.47","797.14","56.00M","-0.92%"
"11/16/2018","804.77","798.86","811.47","798.86","65.42M","0.75%"
"11/15/2018","798.75","805.00","808.04","797.73","82.51M","-0.70%"
"11/14/2018","804.39","810.61","810.64","799.27","82.35M","-0.77%"
"11/13/2018","810.65","822.41","823.00","810.64","79.52M","-1.43%"
"11/12/2018","822.43","819.68","827.28","819.67","56.82M","0.39%"
"11/09/2018","819.23","823.84","824.41","817.16","57.64M","-0.65%"
"11/08/2018","824.60","827.26","832.27","823.99","88.15M","-0.30%"
"11/07/2018","827.05","823.63","834.39","823.04","106.00M","0.39%"
"11/06/2018","823.83","826.95","828.61","820.75","128.93M","-0.38%"
"11/05/2018","826.97","822.35","830.98","819.03","278.27M","0.57%"
"11/02/2018","822.26","819.92","829.88","819.92","75.04M","0.31%"
"11/01/2018","819.73","825.55","825.55","816.45","72.75M","-0.71%"
"10/31/2018","825.60","806.99","827.23","806.99","103.35M","2.34%"
"10/30/2018","806.74","814.65","816.76","802.25","80.36M","-0.90%"
"10/29/2018","814.04","802.42","819.47","802.42","62.65M","1.45%"
"10/26/2018","802.39","811.04","812.71","796.08","101.14M","-1.07%"
"10/25/2018","811.04","807.14","813.14","790.50","175.80M","0.43%"
"10/24/2018","807.56","804.14","816.84","804.14","133.90M","0.43%"
"10/23/2018","804.07","820.96","820.96","804.02","79.75M","-2.06%"
"10/22/2018","820.95","837.78","844.44","820.95","51.78M","-2.00%"
"10/19/2018","837.71","825.75","839.64","824.06","69.46M","1.46%"
"10/18/2018","825.69","840.17","840.20","825.31","70.35M","-1.70%"
"10/17/2018","839.99","840.33","849.03","839.29","91.17M","-0.04%"
"10/16/2018","840.29","831.52","840.29","830.04","52.24M","1.07%"
"10/15/2018","831.42","830.32","838.22","827.02","56.83M","0.13%"
"10/12/2018","830.31","827.85","833.50","823.71","82.51M","0.30%"
"10/11/2018","827.83","848.88","848.88","818.46","104.02M","-2.54%"
"10/10/2018","849.44","857.29","861.83","847.99","75.98M","-0.92%"
"10/09/2018","857.29","853.50","861.07","851.76","62.47M","0.45%"
"10/08/2018","853.45","859.42","860.97","849.65","64.63M","-0.69%"
"10/05/2018","859.42","861.86","867.85","858.59","71.31M","-0.28%"
"10/04/2018","861.84","870.72","873.18","861.78","79.04M","-1.02%"
"10/03/2018","870.72","877.17","881.06","869.78","82.18M","-0.74%"
"10/02/2018","877.17","875.30","879.41","874.13","58.78M","0.23%"
"10/01/2018","875.15","871.28","878.18","871.28","45.65M","0.45%"
"09/28/2018","871.27","874.04","875.12","866.32","49.90M","-0.36%"
"09/27/2018","874.46","874.96","877.25","871.24","42.11M","-0.06%"
"09/26/2018","874.96","880.95","882.06","873.78","69.12M","-0.69%"
"09/25/2018","881.01","865.40","881.08","865.40","80.46M","1.81%"
"09/24/2018","865.37","855.56","865.50","855.17","74.16M","1.16%"
"09/21/2018","855.42","850.34","857.22","850.26","162.95M","0.60%"
"09/20/2018","850.32","845.28","853.21","845.28","67.55M","0.61%"
"09/19/2018","845.18","846.19","849.48","843.73","61.45M","-0.26%"
"09/18/2018","847.41","843.22","848.54","840.35","51.30M","0.45%"
"09/17/2018","843.59","840.48","844.43","838.04","48.59M","0.35%"
"09/14/2018","840.66","839.03","843.47","839.00","51.94M","0.20%"
"09/13/2018","838.96","839.55","842.29","838.60","44.45M","-0.07%"
"09/12/2018","839.58","835.03","842.72","834.67","48.11M","0.60%"
"09/11/2018","834.57","832.66","835.91","830.58","50.75M","0.23%"
"09/10/2018","832.63","828.26","835.35","828.19","50.05M","0.51%"
"09/07/2018","828.41","833.79","837.18","822.68","61.85M","-0.68%"
"09/06/2018","834.12","832.68","839.16","832.42","73.48M","0.18%"
"09/05/2018","832.65","838.88","838.89","831.94","47.34M","-0.85%"
"09/04/2018","839.79","842.88","843.11","837.29","40.31M","-0.37%"
"09/03/2018","842.87","840.17","845.05","839.28","39.97M","0.31%"
"08/31/2018","840.23","845.54","845.94","840.23","48.52M","-0.64%"
"08/30/2018","845.60","849.17","849.87","842.58","35.59M","-0.42%"
"08/29/2018","849.18","848.07","850.11","844.98","42.74M","0.13%"
"08/28/2018","848.07","845.94","850.14","845.37","51.05M","0.25%"
"08/27/2018","845.92","840.00","846.56","839.86","36.42M","0.70%"
"08/24/2018","840.00","838.83","841.31","834.84","45.95M","0.13%"
"08/23/2018","838.92","839.98","842.89","837.73","42.39M","-0.13%"
"08/22/2018","839.98","838.53","840.70","830.67","56.77M","0.15%"
"08/21/2018","838.73","837.14","839.54","833.72","37.07M","0.19%"
"08/20/2018","837.16","824.40","837.97","824.40","50.78M","1.55%"
"08/17/2018","824.40","823.56","828.73","820.46","51.37M","0.22%"
"08/16/2018","822.61","816.81","825.55","816.36","49.63M","0.71%"
"08/15/2018","816.78","829.54","831.22","816.65","39.67M","-1.54%"
"08/14/2018","829.52","830.71","833.69","829.18","34.16M","-0.15%"
"08/13/2018","830.77","830.06","831.28","824.20","30.35M","0.03%"
"08/10/2018","830.56","841.20","841.20","829.98","34.76M","-1.27%"
"08/09/2018","841.21","839.26","841.70","836.42","37.62M","0.23%"
"08/08/2018","839.25","837.78","840.20","836.69","40.24M","0.18%"
"08/07/2018","837.73","825.07","837.73","825.06","37.76M","1.60%"
"08/06/2018","824.55","823.53","828.94","823.23","35.72M","0.14%"
"08/03/2018","823.36","823.52","827.50","822.52","32.44M","-0.01%"
"08/02/2018","823.44","825.76","826.51","819.17","50.02M","-0.28%"
"08/01/2018","825.77","827.85","829.55","823.08","49.27M","-0.25%"
"07/31/2018","827.84","822.27","829.57","822.13","75.43M","0.66%"
"07/30/2018","822.39","823.75","825.10","821.29","42.42M","-0.17%"
"07/27/2018","823.75","814.39","823.75","814.39","33.51M","1.15%"
"07/26/2018","814.39","817.48","820.08","814.39","56.03M","-0.36%"
"07/25/2018","817.37","814.46","818.06","813.84","47.42M","0.36%"
"07/24/2018","814.44","810.56","815.36","809.65","54.21M","0.48%"
"07/23/2018","810.54","808.20","814.10","806.61","39.97M","0.28%"
"07/20/2018","808.31","806.85","808.82","803.94","47.61M","0.17%"
"07/19/2018","806.91","805.63","808.71","801.49","94.83M","0.16%"
"07/18/2018","805.63","803.00","806.55","802.10","41.45M","0.33%"
"07/17/2018","803.00","801.37","809.61","798.44","47.03M","0.19%"
"07/16/2018","801.46","808.40","808.99","801.46","36.55M","-0.82%"
"07/13/2018","808.09","818.15","819.71","806.15","52.63M","-1.24%"
"07/12/2018","818.23","826.54","826.65","815.15","41.37M","-1.01%"
"07/11/2018","826.56","833.47","833.47","822.33","42.62M","-0.84%"
"07/10/2018","833.58","824.25","834.42","824.18","65.35M","1.16%"
"07/09/2018","824.06","812.85","824.25","812.85","61.93M","1.39%"
"07/06/2018","812.79","818.03","818.52","810.98","56.47M","-0.63%"
"07/05/2018","817.98","814.55","821.13","813.07","66.17M","0.43%"
"07/04/2018","814.48","812.59","816.44","809.74","139.45M","0.24%"
"07/03/2018","812.52","807.76","815.24","806.05","160.22M","0.64%"
"07/02/2018","807.33","813.69","813.69","803.35","139.89M","-0.78%"
"06/29/2018","813.68","810.00","819.01","810.00","56.91M","0.46%"
"06/28/2018","809.93","815.34","817.74","809.70","45.57M","-0.68%"
"06/27/2018","815.51","803.91","817.17","801.41","72.64M","1.44%"
"06/26/2018","803.92","801.88","807.48","801.39","77.77M","0.25%"
"06/25/2018","801.91","814.10","814.30","801.80","53.59M","-1.44%"
"06/22/2018","813.64","803.75","814.23","800.40","62.15M","1.23%"
"06/21/2018","803.74","812.66","814.25","803.70","39.93M","-1.10%"
"06/20/2018","812.66","816.72","820.70","811.85","62.53M","-0.47%"
"06/19/2018","816.50","818.09","818.97","812.03","40.18M","-0.30%"
"06/18/2018","818.95","825.43","825.43","815.95","57.69M","-0.79%"
"06/15/2018","825.45","826.64","828.28","821.40","73.59M","-0.15%"
"06/14/2018","826.67","823.75","827.33","819.35","37.98M","0.36%"
"06/13/2018","823.73","826.66","829.20","823.26","42.85M","-0.35%"
"06/12/2018","826.64","828.90","830.92","824.75","42.81M","-0.27%"
"06/11/2018","828.87","822.40","829.31","822.40","38.36M","0.83%"
"06/08/2018","822.02","819.02","823.60","815.20","60.60M","0.37%"
"06/07/2018","819.02","809.97","819.84","809.97","91.92M","1.22%"
"06/06/2018","809.13","805.50","814.02","805.49","50.29M","0.46%"
"06/05/2018","805.43","809.90","812.01","804.39","50.04M","-0.45%"
"06/04/2018","809.06","807.45","812.11","806.30","44.33M","0.22%"
"06/01/2018","807.30","802.91","810.13","802.45","38.46M","0.58%"
"05/31/2018","802.67","799.62","808.26","799.62","39.25M","0.38%"
"05/30/2018","799.61","795.34","801.95","791.14","42.85M","0.45%"
"05/29/2018","796.03","797.05","797.89","786.40","34.91M","-0.15%"
"05/28/2018","797.21","790.98","804.22","790.40","24.13M","0.40%"
"05/25/2018","794.01","804.01","806.16","793.14","44.14M","-1.24%"
"05/24/2018","804.01","810.46","813.49","803.02","43.51M","-0.78%"
"05/23/2018","810.37","819.21","819.21","808.04","43.66M","-1.08%"
"05/22/2018","819.25","823.95","826.94","817.19","49.29M","-0.53%"
"05/18/2018","823.63","816.97","825.10","816.97","57.79M","0.83%"
"05/16/2018","816.84","812.31","818.06","810.17","48.92M","0.54%"
"05/15/2018","812.46","807.53","814.17","806.32","46.02M","0.65%"
"05/14/2018","807.25","810.33","811.25","804.64","36.69M","-0.38%"
"05/11/2018","810.35","811.50","816.25","809.39","41.23M","-0.13%"
"05/09/2018","811.43","807.29","815.06","806.74","50.81M","0.51%"
"05/08/2018","807.31","805.08","807.31","801.00","53.61M","0.24%"
"05/07/2018","805.36","796.72","805.36","796.19","34.09M","1.10%"
"05/04/2018","796.63","797.14","799.77","794.82","43.57M","-0.04%"
"05/03/2018","796.91","802.61","804.03","796.88","40.92M","-0.71%"
"05/02/2018","802.57","793.93","802.57","793.16","52.20M","1.08%"
"04/30/2018","793.99","797.06","797.14","790.53","47.85M","-0.39%"
"04/27/2018","797.06","797.71","803.79","796.08","42.09M","-0.09%"
"04/26/2018","797.80","774.24","799.29","774.15","71.66M","3.04%"
"04/25/2018","774.28","784.10","784.10","773.03","63.27M","-1.25%"
"04/24/2018","784.12","783.01","788.80","781.56","55.08M","0.14%"
"04/23/2018","783.00","778.30","787.79","778.25","51.28M","0.61%"
"04/20/2018","778.22","783.18","784.01","777.54","44.96M","-0.63%"
"04/19/2018","783.17","781.74","789.30","781.73","55.93M","0.18%"
"04/18/2018","781.74","770.79","784.25","770.20","69.39M","1.42%"
"04/17/2018","770.76","771.02","771.65","767.40","41.97M","0.00%"
"04/16/2018","770.74","772.70","773.33","766.66","45.49M","-0.26%"
"04/13/2018","772.74","769.17","774.38","769.00","56.42M","0.50%"
"04/12/2018","768.86","766.23","769.50","763.42","58.05M","0.34%"
"04/11/2018","766.23","764.34","766.61","760.26","64.26M","0.24%"
"04/10/2018","764.43","748.79","764.43","748.74","65.99M","2.11%"
"04/09/2018","748.66","746.90","750.09","744.75","53.75M","0.25%"
"04/06/2018","746.82","750.89","750.92","743.38","51.04M","-0.54%"
"04/05/2018","750.89","734.28","750.89","734.28","49.49M","2.27%"
"04/04/2018","734.21","743.79","747.33","729.13","62.35M","-1.29%"
"04/03/2018","743.80","735.65","747.51","729.27","80.79M","1.04%"
"03/28/2018","736.13","737.51","737.53","728.28","36.02M","-0.20%"
"03/27/2018","737.57","730.84","739.27","730.84","45.90M","0.95%"
"03/26/2018","730.63","731.87","734.78","729.47","40.33M","-0.19%"
"03/23/2018","732.01","726.16","733.16","715.92","59.03M","0.76%"
"03/22/2018","726.46","736.72","736.72","725.88","57.60M","-1.39%"
"03/21/2018","736.72","733.26","736.76","728.76","48.57M","0.48%"
"03/20/2018","733.22","729.11","733.98","728.48","42.92M","0.57%"
"03/19/2018","729.10","737.96","738.27","729.01","41.58M","-1.20%"
"03/16/2018","737.95","737.53","738.78","734.40","58.21M","0.06%"
"03/15/2018","737.51","741.60","745.63","735.96","42.50M","-0.55%"
"03/14/2018","741.60","747.77","750.20","741.60","44.43M","-0.83%"
"03/13/2018","747.77","748.85","752.89","747.75","43.75M","-0.12%"
"03/12/2018","748.68","749.72","753.80","747.79","44.50M","-0.09%"
"03/09/2018","749.36","747.27","749.68","743.27","39.77M","0.28%"
"03/08/2018","747.30","744.61","748.34","743.32","39.81M","0.35%"
"03/07/2018","744.72","749.89","749.89","742.73","42.06M","-0.69%"
"03/06/2018","749.90","735.40","749.90","735.40","51.02M","2.01%"
"03/05/2018","735.11","727.31","735.74","726.88","37.68M","1.07%"
"03/02/2018","727.30","742.11","742.11","727.30","42.58M","-2.01%"
"03/01/2018","742.24","751.13","751.13","737.86","43.28M","-1.21%"
"02/28/2018","751.32","750.57","752.95","745.13","42.48M","0.10%"
"02/27/2018","750.56","752.12","753.09","748.19","46.59M","-0.18%"
"02/26/2018","751.90","754.28","759.27","751.66","33.99M","-0.32%"
"02/23/2018","754.35","743.80","754.49","743.80","43.66M","1.43%"
"02/22/2018","743.75","743.62","745.59","733.74","40.19M","-0.01%"
"02/21/2018","743.80","741.65","743.80","736.90","45.73M","0.28%"
"02/20/2018","741.76","739.33","742.18","737.98","34.57M","0.34%"
"02/19/2018","739.27","742.20","745.99","739.22","30.57M","-0.39%"
"02/16/2018","742.18","734.20","742.18","734.18","41.39M","1.11%"
"02/15/2018","734.00","726.97","740.43","726.97","58.13M","0.97%"
"02/14/2018","726.97","732.41","736.73","720.60","49.16M","-0.74%"
"02/13/2018","732.38","731.40","734.77","727.78","48.01M","0.15%"
"02/12/2018","731.31","721.63","734.24","721.63","47.17M","1.35%"
"02/09/2018","721.54","729.60","729.60","713.65","66.34M","-1.11%"
"02/08/2018","729.67","733.22","734.74","725.82","87.01M","-0.48%"
"02/07/2018","733.22","718.81","735.12","718.81","61.34M","2.01%"
"02/06/2018","718.76","735.39","735.39","707.42","76.21M","-2.27%"
"02/05/2018","735.48","739.11","739.11","727.94","50.39M","-0.53%"
"02/02/2018","739.38","746.41","750.38","737.84","49.52M","-0.94%"
"02/01/2018","746.39","738.53","748.98","738.52","43.47M","1.07%"
"01/31/2018","738.49","736.21","745.99","736.21","47.48M","0.22%"
"01/30/2018","736.89","746.98","746.99","735.37","54.21M","-1.35%"
"01/29/2018","746.99","751.90","754.58","746.99","36.80M","-0.65%"
"01/26/2018","751.90","755.87","756.37","751.39","44.04M","-0.53%"
"01/25/2018","755.87","763.39","763.96","754.21","46.16M","-0.98%"
"01/24/2018","763.37","766.12","767.77","762.48","39.15M","-0.36%"
"01/23/2018","766.12","767.61","770.40","764.61","42.96M","-0.19%"
"01/22/2018","767.58","761.56","767.58","761.13","37.38M","0.79%"
"01/19/2018","761.58","760.20","763.63","756.47","47.46M","0.18%"
"01/18/2018","760.20","762.63","763.44","759.48","41.15M","-0.33%"
"01/17/2018","762.70","766.22","766.22","760.14","50.93M","-0.52%"
"01/16/2018","766.72","766.45","769.23","764.90","45.10M","0.04%"
"01/15/2018","766.43","765.92","769.42","764.24","42.08M","0.06%"
"01/12/2018","765.94","766.30","767.33","762.08","50.82M","-0.05%"
"01/11/2018","766.33","766.88","768.40","762.39","52.36M","-0.07%"
"01/10/2018","766.88","766.75","767.71","762.41","45.70M","0.02%"
"01/09/2018","766.75","761.61","770.17","761.61","54.48M","0.68%"
"01/08/2018","761.58","761.36","763.80","758.04","42.72M","0.14%"
"01/05/2018","760.51","754.47","760.51","753.93","53.39M","0.80%"
"01/04/2018","754.48","747.24","754.49","747.21","53.33M","1.17%"
"01/03/2018","745.73","743.89","748.15","743.89","55.42M","0.25%"
"01/02/2018","743.88","742.86","748.08","740.40","31.64M","0.15%"
"12/29/2017","742.80","747.26","748.92","742.80","24.55M","-0.59%"
"12/28/2017","747.22","744.62","748.16","742.07","21.61M","0.35%"
"12/27/2017","744.59","737.61","744.59","737.54","28.72M","0.95%"
"12/22/2017","737.56","738.48","741.71","737.08","30.03M","-0.12%"
"12/21/2017","738.48","729.96","738.48","729.93","146.70M","1.16%"
"12/20/2017","729.98","731.32","732.50","728.82","112.71M","-0.19%"
"12/19/2017","731.37","730.74","735.15","730.21","97.86M","0.09%"
"12/18/2017","730.74","721.98","730.74","721.98","72.02M","1.21%"
"12/15/2017","721.98","726.29","728.96","721.05","81.25M","-0.59%"
"12/14/2017","726.26","729.11","729.11","724.21","78.04M","-0.43%"
"12/13/2017","729.41","732.67","733.10","729.41","56.98M","-0.45%"
"12/12/2017","732.69","724.40","732.69","724.36","55.49M","1.18%"
"12/11/2017","724.16","718.72","724.56","716.78","58.93M","0.76%"
"12/08/2017","718.72","715.43","720.19","715.43","54.88M","0.58%"
"12/07/2017","714.56","719.23","720.33","714.05","51.53M","-0.65%"
"12/06/2017","719.23","724.77","724.80","717.12","54.92M","-0.76%"
"12/05/2017","724.77","733.30","733.42","724.10","66.58M","-1.19%"
"12/04/2017","733.47","731.22","735.66","731.16","47.93M","0.35%"
"12/01/2017","730.90","729.47","730.98","723.74","60.19M","0.19%"
"11/30/2017","729.52","728.52","731.23","720.58","79.11M","0.14%"
"11/29/2017","728.50","727.14","731.07","726.84","50.63M","0.18%"
"11/28/2017","727.18","725.49","727.47","723.00","41.64M","0.23%"
"11/27/2017","725.50","732.29","733.87","725.38","53.83M","-1.01%"
"11/24/2017","732.88","736.55","737.03","731.74","42.50M","-0.50%"
"11/23/2017","736.58","739.26","739.26","733.38","41.36M","-0.37%"
"11/22/2017","739.28","739.67","740.26","735.96","47.66M","-0.05%"
"11/21/2017","739.67","732.05","739.69","731.24","51.10M","1.04%"
"11/20/2017","732.05","728.10","732.32","725.86","41.15M","0.52%"
"11/17/2017","728.27","734.64","735.83","726.91","47.69M","-0.87%"
"11/16/2017","734.63","727.96","735.03","727.92","53.03M","0.93%"
"11/15/2017","727.85","733.06","733.06","726.16","58.92M","-0.71%"
"11/14/2017","733.02","737.06","737.06","732.04","51.36M","-0.55%"
"11/13/2017","737.10","738.21","740.63","732.39","48.69M","-0.14%"
"11/10/2017","738.17","740.33","742.19","736.62","55.66M","-0.29%"
"11/09/2017","740.30","750.93","751.04","737.86","86.72M","-1.42%"
"11/08/2017","750.98","749.33","750.98","746.24","65.80M","0.22%"
"11/07/2017","749.33","748.11","751.88","748.11","74.92M","0.19%"
"11/06/2017","747.94","750.71","750.71","745.75","64.29M","0.31%"
"11/03/2017","745.66","741.98","746.10","741.95","57.22M","0.51%"
"11/02/2017","741.86","748.33","748.33","740.11","63.23M","-0.86%"
"11/01/2017","748.32","740.09","749.54","740.09","107.69M","1.13%"
"10/31/2017","739.93","742.87","744.21","739.77","109.39M","-0.44%"
"10/30/2017","743.19","734.67","743.19","732.52","173.20M","1.16%"
"10/27/2017","734.64","728.92","735.67","728.90","69.64M","0.79%"
"10/26/2017","728.85","731.84","732.98","724.83","65.29M","-0.43%"
"10/25/2017","732.00","724.47","733.43","723.71","73.54M","1.04%"
"10/24/2017","724.46","725.98","726.56","722.92","73.86M","-0.22%"
"10/23/2017","726.08","727.55","728.66","725.33","94.15M","-0.20%"
"10/20/2017","727.53","720.07","727.55","719.96","64.70M","1.07%"
"10/19/2017","719.80","720.12","724.59","717.69","67.01M","-0.04%"
"10/18/2017","720.12","719.79","721.52","717.24","76.63M","0.05%"
"10/17/2017","719.74","722.49","723.27","718.07","76.41M","-0.37%"
"10/16/2017","722.42","723.52","724.78","721.88","75.53M","-0.15%"
"10/13/2017","723.50","720.87","724.00","718.79","59.92M","0.37%"
"10/12/2017","720.86","718.53","721.70","716.27","46.59M","0.31%"
"10/11/2017","718.61","717.90","720.37","715.43","68.72M","0.11%"
"10/10/2017","717.84","714.99","719.62","713.48","54.90M","0.39%"
"10/09/2017","715.02","714.16","716.70","713.14","95.79M","0.14%"
"10/06/2017","714.02","719.38","720.72","712.92","75.59M","-0.75%"
"10/05/2017","719.41","714.18","720.01","713.15","56.59M","0.75%"
"10/04/2017","714.04","719.07","719.12","713.56","62.79M","-0.68%"
"10/03/2017","718.96","715.32","719.66","715.32","54.91M","0.51%"
"10/02/2017","715.30","713.68","718.00","713.14","69.75M","0.23%"
"09/29/2017","713.68","713.40","714.81","708.76","61.63M","0.04%"
"09/28/2017","713.42","709.78","713.92","708.97","66.08M","0.51%"
"09/27/2017","709.78","705.42","709.79","705.42","62.14M","0.67%"
"09/26/2017","705.09","707.89","709.02","703.74","78.76M","-0.40%"
"09/25/2017","707.89","702.95","708.14","701.56","57.34M","0.70%"
"09/22/2017","702.98","702.33","703.48","699.50","52.78M","0.09%"
"09/21/2017","702.32","695.37","702.32","695.21","88.92M","1.00%"
"09/20/2017","695.38","693.99","695.75","692.89","69.88M","0.19%"
"09/19/2017","694.04","692.95","694.12","690.42","70.16M","0.16%"
"09/18/2017","692.90","689.13","694.98","689.13","65.05M","0.57%"
"09/15/2017","688.98","692.52","693.34","688.78","72.61M","-0.55%"
"09/14/2017","692.78","692.09","693.75","689.81","82.66M","0.13%"
"09/13/2017","691.87","686.62","692.40","685.44","73.72M","0.76%"
"09/12/2017","686.62","682.49","687.10","682.46","64.89M","0.61%"
"09/11/2017","682.47","675.76","682.58","675.70","47.27M","0.99%"
"09/08/2017","675.77","677.48","678.32","674.47","84.24M","-0.24%"
"09/07/2017","677.39","675.70","679.99","675.48","78.76M","0.29%"
"09/06/2017","675.43","678.64","678.64","672.66","132.20M","-0.47%"
"09/05/2017","678.64","675.39","679.66","674.18","105.37M","0.48%"
"09/04/2017","675.39","676.36","676.36","671.86","38.77M","-0.16%"
"09/01/2017","676.46","670.25","676.60","669.64","54.70M","0.98%"
"08/31/2017","669.91","660.85","670.47","660.08","87.98M","1.35%"
"08/30/2017","660.97","654.57","661.15","654.57","85.14M","0.98%"
"08/29/2017","654.53","659.83","659.87","649.41","77.29M","-0.82%"
"08/28/2017","659.97","661.81","661.82","658.25","54.18M","-0.29%"
"08/25/2017","661.90","662.28","663.89","659.52","80.56M","-0.03%"
"08/24/2017","662.12","659.64","663.14","656.55","91.60M","0.38%"
"08/23/2017","659.63","661.14","662.44","658.58","56.67M","-0.23%"
"08/22/2017","661.14","655.70","661.37","655.62","36.00M","0.83%"
"08/21/2017","655.72","655.85","661.42","654.64","41.55M","-0.01%"
"08/18/2017","655.81","656.05","656.69","652.43","41.33M","-0.09%"
"08/17/2017","656.37","664.94","665.36","656.37","55.14M","-1.37%"
"08/16/2017","665.47","659.29","665.66","659.29","80.86M","0.95%"
"08/15/2017","659.24","664.10","664.29","658.46","54.95M","-0.73%"
"08/14/2017","664.08","657.16","664.59","656.96","53.37M","1.11%"
"08/11/2017","656.80","663.72","663.72","654.67","63.34M","-1.05%"
"08/10/2017","663.78","669.46","669.54","663.58","48.52M","-0.89%"
"08/09/2017","669.74","669.65","672.03","666.30","61.61M","-0.03%"
"08/08/2017","669.93","669.95","670.92","666.60","42.87M","-0.02%"
"08/07/2017","670.06","665.51","670.23","665.30","47.01M","0.68%"
"08/04/2017","665.51","663.69","666.20","662.79","50.45M","0.27%"
"08/03/2017","663.73","663.34","664.75","659.46","65.06M","0.05%"
"08/02/2017","663.37","665.00","665.00","660.09","82.49M","-0.25%"
"08/01/2017","665.01","660.38","666.21","660.08","57.75M","0.71%"
"07/31/2017","660.35","662.62","663.68","659.67","54.85M","-0.33%"
"07/28/2017","662.55","661.98","662.55","656.77","49.99M","0.09%"
"07/27/2017","661.98","662.25","666.93","660.91","54.93M","-0.03%"
"07/26/2017","662.15","653.44","662.62","653.28","60.02M","1.36%"
"07/25/2017","653.28","652.01","655.19","647.96","55.79M","0.19%"
"07/24/2017","652.01","650.90","653.11","648.69","50.06M","0.17%"
"07/21/2017","650.92","661.00","661.02","649.21","81.65M","-1.54%"
"07/20/2017","661.09","654.98","662.39","654.90","115.47M","0.94%"
"07/19/2017","654.96","652.17","655.18","650.69","62.96M","0.43%"
"07/18/2017","652.13","655.39","656.19","651.07","45.96M","-0.50%"
"07/17/2017","655.43","647.03","656.81","647.03","44.92M","1.30%"
"07/14/2017","647.02","648.06","649.18","645.03","48.70M","-0.13%"
"07/13/2017","647.89","643.40","648.66","641.90","59.89M","0.78%"
"07/12/2017","642.87","628.61","642.87","627.89","100.21M","2.27%"
"07/11/2017","628.61","628.53","630.59","625.21","42.29M","0.01%"
"07/10/2017","628.52","622.88","628.62","622.88","42.60M","0.92%"
"07/07/2017","622.81","627.48","627.90","622.42","63.88M","-0.84%"
"07/06/2017","628.07","628.37","632.57","626.33","59.38M","-0.03%"
"07/05/2017","628.28","634.63","634.71","627.67","44.16M","-1.00%"
"07/04/2017","634.63","632.14","635.43","631.09","34.80M","0.40%"
"07/03/2017","632.12","625.42","632.21","625.42","40.47M","1.07%"
"06/30/2017","625.42","622.37","626.00","620.92","46.75M","0.55%"
"06/29/2017","622.00","625.28","631.29","621.75","48.15M","-0.52%"
"06/28/2017","625.23","620.92","625.23","618.27","48.76M","0.69%"
"06/27/2017","620.96","620.06","622.21","618.20","44.74M","0.15%"
"06/26/2017","620.06","620.99","625.30","619.80","42.68M","0.03%"
"06/23/2017","619.88","620.58","622.42","617.70","48.35M","-0.11%"
"06/22/2017","620.58","626.97","626.97","618.91","50.72M","-1.06%"
"06/21/2017","627.23","630.73","630.73","624.09","51.49M","-0.55%"
"06/20/2017","630.73","632.73","636.02","630.28","54.70M","-0.32%"
"06/19/2017","632.73","626.99","633.07","626.96","51.76M","0.93%"
"06/16/2017","626.88","624.59","628.35","623.95","68.67M","0.37%"
"06/15/2017","624.55","635.54","635.56","623.03","74.48M","-1.75%"
"06/14/2017","635.70","638.02","640.69","635.33","59.17M","-0.37%"
"06/13/2017","638.04","640.84","641.81","636.28","49.08M","-0.43%"
"06/12/2017","640.77","634.18","640.84","632.51","52.19M","1.04%"
"06/09/2017","634.15","632.51","634.40","628.95","53.16M","0.25%"
"06/08/2017","632.56","639.00","639.04","630.75","55.11M","-1.03%"
"06/07/2017","639.17","635.61","641.13","634.09","56.25M","0.56%"
"06/06/2017","635.58","637.74","637.79","631.88","45.98M","-0.34%"
"06/02/2017","637.77","640.53","642.29","636.39","45.94M","-0.33%"
"06/01/2017","639.89","637.37","642.43","637.29","52.28M","0.46%"
"05/31/2017","636.97","645.61","645.70","636.96","92.08M","-1.35%"
"05/30/2017","645.70","646.17","646.85","641.90","49.94M","-0.11%"
"05/29/2017","646.39","645.95","647.22","644.07","29.16M","0.08%"
"05/26/2017","645.87","653.45","653.45","644.08","54.39M","-1.17%"
"05/24/2017","653.53","649.98","653.54","649.17","50.05M","0.57%"
"05/23/2017","649.84","652.58","652.58","648.06","41.01M","-0.42%"
"05/22/2017","652.57","652.22","655.14","649.85","39.28M","0.05%"
"05/19/2017","652.22","642.22","652.38","642.18","55.52M","1.56%"
"05/18/2017","642.21","655.12","655.54","638.13","87.73M","-2.27%"
"05/16/2017","657.13","652.82","657.17","651.20","61.24M","0.61%"
"05/15/2017","653.15","648.69","654.41","648.69","49.66M","0.71%"
"05/12/2017","648.55","646.49","649.65","646.19","56.93M","0.39%"
"05/11/2017","646.04","646.68","651.63","645.27","124.17M","-0.10%"
"05/10/2017","646.67","647.03","647.59","643.22","68.81M","-0.02%"
"05/09/2017","646.78","639.73","647.04","639.53","54.31M","1.10%"
"05/08/2017","639.75","637.07","639.75","633.48","54.70M","0.47%"
"05/05/2017","636.74","625.70","637.28","621.92","72.92M","1.77%"
"05/04/2017","625.68","629.15","634.58","624.58","77.45M","-0.55%"
"05/03/2017","629.14","630.42","630.70","626.01","112.89M","-0.20%"
"05/02/2017","630.37","623.68","630.37","622.51","74.11M","1.08%"
"04/28/2017","623.66","625.49","626.65","621.96","70.07M","-0.29%"
"04/27/2017","625.48","625.45","628.65","623.65","86.37M","0.00%"
